time,ref x_mean,ref y_mean,ref z_mean,x_mean,y_mean,z_mean,ro_mean,theta_mean,phi_mean,x.1_mean,y.1_mean,z.1_mean,ro.1_mean,theta.1_mean,phi.1_mean,x.2_mean,y.2_mean,z.2_mean,ro.2_mean,theta.2_mean,phi.2_mean,x.3_mean,y.3_mean,z.3_mean,ro.3_mean,theta.3_mean,phi.3_mean,x.4_mean,y.4_mean,z.4_mean,ro.4_mean,theta.4_mean,phi.4_mean,x.5_mean,y.5_mean,z.5_mean,ro.5_mean,theta.5_mean,phi.5_mean,x.6_mean,y.6_mean,z.6_mean,ro.6_mean,theta.6_mean,phi.6_mean,x.7_mean,y.7_mean,z.7_mean,ro.7_mean,theta.7_mean,phi.7_mean,x.8_mean,y.8_mean,z.8_mean,ro.8_mean,theta.8_mean,phi.8_mean,x.9_mean,y.9_mean,z.9_mean,ro.9_mean,theta.9_mean,phi.9_mean,x.10_mean,y.10_mean,z.10_mean,ro.10_mean,theta.10_mean,phi.10_mean,x.11_mean,y.11_mean,z.11_mean,ro.11_mean,theta.11_mean,phi.11_mean,x.12_mean,y.12_mean,z.12_mean,ro.12_mean,theta.12_mean,phi.12_mean,x.13_mean,y.13_mean,z.13_mean,ro.13_mean,theta.13_mean,phi.13_mean,x.14_mean,y.14_mean,z.14_mean,ro.14_mean,theta.14_mean,phi.14_mean,ref x_var,ref y_var,ref z_var,x_var,y_var,z_var,ro_var,theta_var,phi_var,x.1_var,y.1_var,z.1_var,ro.1_var,theta.1_var,phi.1_var,x.2_var,y.2_var,z.2_var,ro.2_var,theta.2_var,phi.2_var,x.3_var,y.3_var,z.3_var,ro.3_var,theta.3_var,phi.3_var,x.4_var,y.4_var,z.4_var,ro.4_var,theta.4_var,phi.4_var,x.5_var,y.5_var,z.5_var,ro.5_var,theta.5_var,phi.5_var,x.6_var,y.6_var,z.6_var,ro.6_var,theta.6_var,phi.6_var,x.7_var,y.7_var,z.7_var,ro.7_var,theta.7_var,phi.7_var,x.8_var,y.8_var,z.8_var,ro.8_var,theta.8_var,phi.8_var,x.9_var,y.9_var,z.9_var,ro.9_var,theta.9_var,phi.9_var,x.10_var,y.10_var,z.10_var,ro.10_var,theta.10_var,phi.10_var,x.11_var,y.11_var,z.11_var,ro.11_var,theta.11_var,phi.11_var,x.12_var,y.12_var,z.12_var,ro.12_var,theta.12_var,phi.12_var,x.13_var,y.13_var,z.13_var,ro.13_var,theta.13_var,phi.13_var,x.14_var,y.14_var,z.14_var,ro.14_var,theta.14_var,phi.14_var,muestra
1970-01-01 00:00:00.510244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3026839999999997,352.6983,300.6787,0.0,0.0,0.0,1.3026839999999997,352.6983,300.6787,0.0,0.0,0.0,353.9875000000001,67.12747,297.93260000000004,0.0,0.0,0.0,353.9875000000001,67.12747,297.93260000000004,0.0,0.0,0.0,353.9875000000001,67.12747,297.93260000000004,0.0,0.0,0.0,356.39099999999996,79.50352,297.4861,0.0,0.0,0.0,356.39099999999996,79.50352,297.4861,0.0,0.0,0.0,356.39099999999996,79.50352,297.4861,0.0,0.0,0.0,1.9188699999999994,87.25459000000001,298.8948,0.0,0.0,0.0,1.9188630000000007,87.25459000000001,298.8948,0.0,0.0,0.0,1.9188630000000007,87.25459000000001,298.8948,0.0,0.0,0.0,3.111268,98.84306,303.9508,0.0,0.0,0.0,3.11127,98.84306,303.9508,0.0,0.0,0.0,3.11127,98.84306,303.9508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-01-01 00:00:01.009960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,353.9874999999997,67.12746999999995,297.93260000000004,0.0,0.0,0.0,353.9874999999997,67.12746999999995,297.93260000000004,0.0,0.0,0.0,353.9874999999997,67.12746999999995,297.93260000000004,0.0,0.0,0.0,356.39099999999974,79.50352000000008,297.4861,0.0,0.0,0.0,356.39099999999974,79.50352000000008,297.4861,0.0,0.0,0.0,356.39099999999974,79.50352000000008,297.4861,0.0,0.0,0.0,1.9188699999999985,87.25459000000001,298.8948,0.0,0.0,0.0,1.9188630000000015,87.25459000000001,298.8948,0.0,0.0,0.0,1.9188630000000015,87.25459000000001,298.8948,0.0,0.0,0.0,3.111267999999998,98.84306000000007,303.95080000000013,0.0,0.0,0.0,3.1112700000000015,98.84306000000007,303.95080000000013,0.0,0.0,0.0,3.1112700000000015,98.84306000000007,303.95080000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-01-01 00:00:01.509666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.48609999999985,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.48609999999985,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.48609999999985,0.0,0.0,0.0,1.9188699999999985,87.2545900000001,298.8947999999998,0.0,0.0,0.0,1.9188630000000015,87.2545900000001,298.8947999999998,0.0,0.0,0.0,1.9188630000000015,87.2545900000001,298.8947999999998,0.0,0.0,0.0,3.1112679999999973,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-01-01 00:00:02.010383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,1.9188699999999985,87.25459000000009,298.89479999999986,0.0,0.0,0.0,1.9188630000000015,87.25459000000009,298.89479999999986,0.0,0.0,0.0,1.9188630000000015,87.25459000000009,298.89479999999986,0.0,0.0,0.0,3.1112679999999973,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-01-01 00:00:02.520387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,1.3026839999999995,352.6983,300.6787000000003,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,353.9874999999996,67.12746999999993,297.93260000000004,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,356.39099999999974,79.50352000000012,297.4860999999999,0.0,0.0,0.0,1.9188699999999985,87.25459000000009,298.89479999999986,0.0,0.0,0.0,1.9188630000000015,87.25459000000009,298.89479999999986,0.0,0.0,0.0,1.9188630000000015,87.25459000000009,298.89479999999986,0.0,0.0,0.0,3.1112679999999973,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,3.1112699999999984,98.8430600000001,303.9508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1970-01-01 00:00:03.010716,0.008559446366666668,0.6717325999999999,0.12315148166666669,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,0.0,0.0,0.0,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,1.3026839999999995,352.6983,300.6787000000003,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,1.3026839999999995,352.6983,300.6787000000003,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,353.9874999999996,67.12746999999993,297.93260000000004,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,353.9874999999996,67.12746999999993,297.93260000000004,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,353.9874999999996,67.12746999999993,297.93260000000004,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,356.39099999999974,79.50352000000012,297.4860999999999,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,356.39099999999974,79.50352000000012,297.4860999999999,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,356.39099999999974,79.50352000000012,297.4860999999999,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,1.9188699999999985,87.25459000000009,298.89479999999986,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,1.9188630000000015,87.25459000000009,298.89479999999986,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,1.9188630000000015,87.25459000000009,298.89479999999986,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,3.1112679999999973,98.8430600000001,303.9508,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,3.1112699999999984,98.8430600000001,303.9508,-0.008559446366666668,-0.6717325999999999,-0.12315148166666669,3.1112699999999984,98.8430600000001,303.9508,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,0.00015867638790404668,0.600254579893261,0.020223884175145593,0.0,0.0,0.0,1.0
1970-01-01 00:00:03.511909,0.021634982180327864,1.4485146065573764,0.27915506557377057,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,0.0,0.0,0.0,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,1.3026839999999995,352.6983,300.6787000000003,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,1.3026839999999995,352.6983,300.6787000000003,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,353.9874999999996,67.12746999999993,297.93260000000004,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,353.9874999999996,67.12746999999993,297.93260000000004,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,353.9874999999996,67.12746999999993,297.93260000000004,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,356.39099999999974,79.50352000000012,297.48609999999985,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,356.39099999999974,79.50352000000012,297.48609999999985,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,356.39099999999974,79.50352000000012,297.48609999999985,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,1.9188699999999985,87.2545900000001,298.8947999999998,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,1.9188630000000015,87.2545900000001,298.8947999999998,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,1.9188630000000015,87.2545900000001,298.8947999999998,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,3.1112679999999973,98.8430600000001,303.9508,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,3.1112699999999984,98.8430600000001,303.9508,-0.021634982180327864,-1.4485146065573764,-0.27915506557377057,3.1112699999999984,98.8430600000001,303.9508,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,0.000167898558476914,0.19128134691597648,0.007484019026971952,0.0,0.0,0.0,1.0
1970-01-01 00:00:04.011864,0.03144437001666666,1.6002439499999999,0.3260648833333331,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,0.0,0.0,0.0,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,1.3026839999999995,352.6983,300.6787000000003,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,1.3026839999999995,352.6983,300.6787000000003,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,353.9874999999996,67.12746999999993,297.93260000000004,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,353.9874999999996,67.12746999999993,297.93260000000004,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,353.9874999999996,67.12746999999993,297.93260000000004,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,356.39099999999974,79.50352000000012,297.4860999999999,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,356.39099999999974,79.50352000000012,297.4860999999999,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,356.39099999999974,79.50352000000012,297.4860999999999,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,1.9188699999999985,87.25459000000009,298.89479999999986,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,1.9188630000000015,87.25459000000009,298.89479999999986,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,1.9188630000000015,87.25459000000009,298.89479999999986,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,3.1112679999999973,98.8430600000001,303.9508,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,3.1112699999999984,98.8430600000001,303.9508,-0.03144437001666666,-1.6002439499999999,-0.3260648833333331,3.1112699999999984,98.8430600000001,303.9508,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,7.567107973573913e-05,1.6433175845619384e-05,6.007068355224236e-05,0.0,0.0,0.0,1.0
1970-01-01 00:00:04.511342,0.035544984590163975,1.5969564590163947,0.3300145229508196,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,0.0,0.0,0.0,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,1.3026839999999995,352.6983,300.6787000000003,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,1.3026839999999995,352.6983,300.6787000000003,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,353.9874999999996,67.12746999999993,297.93260000000004,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,353.9874999999996,67.12746999999993,297.93260000000004,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,353.9874999999996,67.12746999999993,297.93260000000004,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,356.39099999999974,79.50352000000012,297.48609999999985,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,356.39099999999974,79.50352000000012,297.48609999999985,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,356.39099999999974,79.50352000000012,297.48609999999985,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,1.9188699999999985,87.2545900000001,298.8947999999998,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,1.9188630000000015,87.2545900000001,298.8947999999998,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,1.9188630000000015,87.2545900000001,298.8947999999998,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,3.1112679999999973,98.8430600000001,303.9508,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,3.1112699999999984,98.8430600000001,303.9508,-0.035544984590163975,-1.5969564590163947,-0.3300145229508196,3.1112699999999984,98.8430600000001,303.9508,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,3.551550632448067e-07,4.6852254198134706e-06,8.648547351128233e-07,0.0,0.0,0.0,1.0
1970-01-01 00:00:05.012069,0.035549538333333346,1.5947422666666682,0.32945219500000034,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,0.0,0.0,0.0,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,1.3026839999999995,352.6983,300.6787000000003,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,1.3026839999999995,352.6983,300.6787000000003,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,353.9874999999996,67.12746999999993,297.93260000000004,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,353.9874999999996,67.12746999999993,297.93260000000004,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,353.9874999999996,67.12746999999993,297.93260000000004,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,356.39099999999974,79.50352000000012,297.4860999999999,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,356.39099999999974,79.50352000000012,297.4860999999999,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,356.39099999999974,79.50352000000012,297.4860999999999,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,1.9188699999999985,87.25459000000009,298.89479999999986,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,1.9188630000000015,87.25459000000009,298.89479999999986,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,1.9188630000000015,87.25459000000009,298.89479999999986,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,3.1112679999999973,98.8430600000001,303.9508,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,3.1112699999999984,98.8430600000001,303.9508,-0.035549538333333346,-1.5947422666666682,-0.32945219500000034,3.1112699999999984,98.8430600000001,303.9508,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,3.8507472956621923e-07,5.53605182616359e-07,3.567956662274817e-07,0.0,0.0,0.0,1.0
