0;06.37.06.379163;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;06.37.06.442157;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;06.37.06.444122;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;06.37.06.496044;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;-0,06541535;1,805222;0,5575426;-0,06541535;1,805222;0,5575426;-0,0353206;1,838149;0,5494665;-0,07393848;1,812856;0,5760738;-0,06548209;1,879956;0,5679209;-0,06237976;1,913844;0,5520399;-0,08518633;1,816109;0,5735356;-0,08591587;1,880059;0,5644224;-0,07400329;1,887386;0,522931;-0,09562925;1,816443;0,5693981;-0,1048807;1,872897;0,5598445;-0,09133472;1,880107;0,5220878;-0,1056321;1,813319;0,5617595;-0,1217817;1,863933;0,5540066;-0,1082234;1,873663;0,525911
4;06.37.06.513025;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;-0,06488382;1,925205;0,6881813;-0,06488382;1,925205;0,6881813;-0,03476509;1,958129;0,6801981;-0,07342097;1,932831;0,7067074;-0,06491606;1,999941;0,6986818;-0,06183773;2,033873;0,6828672;-0,08467678;1,936093;0,7041638;-0,0853583;2,000059;0,6951602;-0,0733614;2,007349;0,6536908;-0,09511328;1,936438;0,7000101;-0,1043204;1,992914;0,6905417;-0,09067116;2,000107;0,6528221;-0,1051117;1,933332;0,6923561;-0,1212226;1,983968;0,684669;-0,1075778;1,993702;0,6566162
5;06.37.06.533652;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;-0,05972815;2,045634;0,8183492;-0,05972815;2,045634;0,8183492;-0,02487955;2,075335;0,8152159;-0,07076832;2,052392;0,8354091;-0,06543273;2,119533;0,8250144;-0,05966472;2,154763;0,8121546;-0,08168635;2,054892;0,8329365;-0,0852563;2,118318;0,8210213;-0,07028805;2,129829;0,7811672;-0,0917471;2,054481;0,827921;-0,1033599;2,109914;0,8152425;-0,09198125;2,125854;0,7792817;-0,1008035;2,050689;0,8192564;-0,1191071;2,099965;0,8081015;-0,1054579;2,1119;0,7809429
6;06.37.06.559648;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;-0,05877854;2,16507;0,9490855;-0,05877854;2,16507;0,9490855;-0,02376006;2,194667;0,9464065;-0,07008303;2,172267;0,9656513;-0,06497136;2,23901;0,9529175;-0,05825891;2,275726;0,9424978;-0,0811842;2,174437;0,9637393;-0,08496027;2,237387;0,9496408;-0,06941425;2,24802;0,9096707;-0,09123329;2,173893;0,9586543;-0,1030213;2,228804;0,9440941;-0,09046865;2,244979;0,9086459;-0,100131;2,169773;0,9499241;-0,1185808;2,21856;0,9371184;-0,1046417;2,230549;0,9101244
7;06.37.06.569643;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;-0,05838033;2,284506;1,079152;-0,05838033;2,284506;1,079152;-0,02324118;2,314023;1,076621;-0,06976311;2,29172;1,095644;-0,06474002;2,358431;1,082666;-0,05788977;2,395299;1,072516;-0,080872;2,293846;1,09378;-0,08472889;2,356745;1,079438;-0,0690667;2,367399;1,039495;-0,09091154;2,293274;1,088669;-0,1027671;2,348119;1,073883;-0,09016629;2,364509;1,038518;-0,09977487;2,289111;1,079911;-0,1182852;2,337829;1,066892;-0,1043202;2,349872;1,039933
8;06.37.06.578624;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0,05810712;2,614951;0,8957799;0,05810712;2,614951;0,8957799;0,02293006;2,609906;0,9249426;0,0695145;2,630728;0,9044074;0,06451925;2,61191;0,9697166;0,0576257;2,598665;1,005615;0,08062579;2,628701;0,9063502;0,08450808;2,608857;0,9677368;0,06880941;2,568146;0,9748766;0,09066235;2,623653;0,9053253;0,1025391;2,604074;0,9586464;0,0899232;2,567435;0,9719616;0,09951489;2,615283;0,9004017;0,1180442;2,598003;0,9477711;0,1040711;2,570106;0,9574363
9;06.37.06.601954;;0;0;0;0;0;0;0;0;0;1,302684;352,6983;300,6787;0;0;0;1,302684;352,6983;300,6787;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;353,9875;67,12747;297,9326;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;356,391;79,50352;297,4861;0;0;0;1,91887;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;1,918863;87,25459;298,8948;0;0;0;3,111268;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0;0;0;3,11127;98,84306;303,9508;0,05720329;2,735334;1,026229;0,05720329;2,735334;1,026229;0,02256482;2,728571;1,055628;0,06838106;2,75106;1,035273;0,06345213;2,731032;1,10021;0,05653985;2,718378;1,136474;0,07954765;2,749203;1,037135;0,08351607;2,728326;1,098153;0,06797031;2,687161;1,103188;0,08965604;2,744294;1,03606;0,1016336;2,723923;1,089039;0,08888906;2,686694;1,100737;0,09850295;2,736053;1,03097;0,1171188;2,718166;1,078056;0,1038761;2,689664;1,087034
